Level	Date and Time	Source	Event ID	Task Category
Information	15/12/2015 14:14:36	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.AccountsControl_cw5n1h2txyewy\Microsoft.AccountsControl_10.0.10586.0_neutral__cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:35	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\Microsoft.Windows.Cortana_1.6.1.52_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:12	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Microsoft.Windows.ShellExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:13:52	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Microsoft.Windows.CloudExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:13:52	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Microsoft.AAD.BrokerPlugin_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:13:47	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.BioEnrollment_cw5n1h2txyewy\Microsoft.BioEnrollment_10.0.10586.0_neutral__cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:13:45	Microsoft-Windows-GroupPolicy	1501	None	The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Information	15/12/2015 14:13:44	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Information	15/12/2015 14:13:43	Microsoft-Windows-Winlogon	7002	(1102)	User Logoff Notification for Customer Experience Improvement Program
Error	15/12/2015 14:13:35	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	15/12/2015 14:13:34	Service Control Manager	7040	None	The start type of the Windows Biometric Service service was changed from demand start to auto start.
Information	15/12/2015 14:12:49	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\defaultuser0\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:12:46	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\defaultuser0\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Microsoft.Windows.CloudExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:12:45	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\defaultuser0\AppData\Local\Packages\Microsoft.BioEnrollment_cw5n1h2txyewy\Microsoft.BioEnrollment_10.0.10586.0_neutral__cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:12:35	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Update for Windows 10 Version 1511 for x64-based Systems (KB3116278)
Information	15/12/2015 14:12:28	Microsoft-Windows-GroupPolicy	1501	None	The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Information	15/12/2015 14:12:26	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Information	15/12/2015 14:12:26	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	15/12/2015 14:12:26	Microsoft-Windows-GroupPolicy	1500	None	The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Information	15/12/2015 14:12:24	Microsoft-Windows-TerminalServices-RemoteConnectionManager	1056	None	A new self signed certificate to be used for RD Session Host Server authentication on SSL connections was generated. The name on this certificate is DESKTOP-A5MB3PB. The SHA1 hash of the certificate is in the event data.
Information	15/12/2015 14:12:22	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) did not load: 
dam"
Information	15/12/2015 14:12:21	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	15/12/2015 14:12:21	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	15/12/2015 14:12:21	Lfsvc	1	None	Geolocation positioning is enabled.
Information	15/12/2015 14:12:20	Microsoft-Windows-Kernel-General	1	None	"The system time has changed to ‎2015‎-‎12‎-‎15T14:12:20.769000000Z from ‎2015‎-‎12‎-‎15T14:12:20.259150200Z.

Change Reason: An application or system component changed the time."
Information	15/12/2015 14:12:20	Microsoft-Windows-FilterManager	6	None	File System Filter 'storqosflt' (10.0, ‎2015‎-‎10‎-‎30T02:37:39.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:12:20	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (10.0, ‎2015‎-‎10‎-‎30T02:34:43.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:12:15	Microsoft-Windows-Wininit	14	None	Credential Guard (LsaIso.exe) configuration: 0x0, 0
Information	15/12/2015 14:12:15	Microsoft-Windows-Hyper-V-Netvsc	11	(1003)	Miniport NIC 'Microsoft Hyper-V Network Adapter' restarted
Information	15/12/2015 14:12:14	Microsoft-Windows-Hyper-V-Netvsc	3	(1002)	The miniport 'Microsoft Hyper-V Network Adapter' was successfully initialized
Information	15/12/2015 14:12:14	Microsoft-Windows-Hyper-V-Netvsc	12	(1003)	Miniport NIC 'Microsoft Hyper-V Network Adapter' connected
Information	15/12/2015 14:12:14	Microsoft-Windows-Hyper-V-Netvsc	13	(1003)	Miniport NIC 'Microsoft Hyper-V Network Adapter' disconnected
Information	15/12/2015 14:12:14	Microsoft-Windows-Hyper-V-Netvsc	1	(1001)	The VM and host networking components successfully negotiated protocol version '6.1'
Information	15/12/2015 14:12:14	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2295
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information	15/12/2015 14:12:14	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{6b1cc1df-0000-0000-0000-100000000000} (\Device\HarddiskVolume1) is healthy.  No action is needed.
Information	15/12/2015 14:12:14	Microsoft-Windows-FilterManager	6	None	File System Filter 'npsvctrig' (10.0, ‎2015‎-‎10‎-‎30T02:40:23.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:12:14	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileCrypt' (10.0, ‎2015‎-‎10‎-‎30T02:37:49.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:12:13	Microsoft-Windows-Ntfs	98	None	Volume C: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information	15/12/2015 14:12:13	Microsoft-Windows-FilterManager	6	None	File System Filter 'WdFilter' (10.0, ‎2015‎-‎10‎-‎30T02:34:35.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:12:13	Microsoft-Windows-FilterManager	6	None	File System Filter 'Wof' (10.0, ‎2015‎-‎10‎-‎30T02:38:16.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:12:13	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileInfo' (10.0, ‎2015‎-‎10‎-‎30T02:37:17.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:12:13	Microsoft-Windows-Kernel-Boot	32	None	The bootmgr spent 0 ms waiting for user input.
Information	15/12/2015 14:12:13	Microsoft-Windows-Kernel-Boot	18	None	There are 0x1 boot options on this system.
Information	15/12/2015 14:12:13	Microsoft-Windows-Kernel-Boot	25	None	The boot menu policy was 0x1.
Information	15/12/2015 14:12:13	Microsoft-Windows-Kernel-Boot	27	None	The boot type was 0x0.
Information	15/12/2015 14:12:13	Microsoft-Windows-Kernel-Boot	20	None	The last shutdown's success status was true. The last boot's success status was true.
Information	15/12/2015 14:12:13	Microsoft-Windows-Kernel-General	12	None	The operating system started at system time ‎2015‎-‎12‎-‎15T14:12:13.485176200Z.
Information	15/12/2015 14:12:06	Microsoft-Windows-Kernel-General	13	None	The operating system is shutting down at system time ‎2015‎-‎12‎-‎15T14:12:06.055637200Z.
Information	15/12/2015 14:12:04	Microsoft-Windows-Kernel-Power	109	(103)	"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information	15/12/2015 14:12:02	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	15/12/2015 14:12:20	EventLog	6013	None	The system uptime is 6 seconds.
Information	15/12/2015 14:12:20	EventLog	6005	None	The Event log service was started.
Information	15/12/2015 14:12:20	EventLog	6009	None	Microsoft (R) Windows (R) 10.00. 10586  Multiprocessor Free.
Information	15/12/2015 14:12:01	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
Information	15/12/2015 14:12:01	EventLog	6006	None	The Event log service was stopped.
Information	15/12/2015 14:11:58	Microsoft-Windows-TPM-WMI	1282	None	The TBS device identifier has been generated.
Information	15/12/2015 14:11:58	User32	1074	None	"The process C:\Windows\system32\winlogon.exe (WIN-RM5AP66IAF5) has initiated the restart of computer DESKTOP-A5MB3PB on behalf of user NT AUTHORITY\SYSTEM for the following reason: Operating System: Upgrade (Planned)
 Reason Code: 0x80020003
 Shutdown Type: restart
 Comment: "
Information	15/12/2015 14:11:57	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Update for Windows 10 Version 1511 for x64-based Systems (KB3116278)
Information	15/12/2015 14:11:52	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	15/12/2015 14:11:52	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	15/12/2015 14:11:44	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Windows\system32\Config\Elam was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:11:34	Microsoft-Windows-Kernel-General	1	None	"The system time has changed to ‎2015‎-‎12‎-‎15T14:11:34.811000000Z from ‎2015‎-‎12‎-‎15T14:11:34.824112200Z.

Change Reason: An application or system component changed the time."
Information	15/12/2015 14:11:30	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	15/12/2015 14:11:07	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Windows\System32\SMI\Store\Machine\SCHEMA.DAT was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:11:06	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	15/12/2015 14:11:05	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Error	15/12/2015 14:10:54	Service Control Manager	7030	None	The Printer Extensions and Notifications service is marked as an interactive service.  However, the system is configured to not allow interactive services.  This service may not function properly.
Information	15/12/2015 14:10:54	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  Printer Extensions and Notifications
Service File Name:  %SystemRoot%\system32\svchost.exe -k print
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information	15/12/2015 14:10:50	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver printqueue.inf_amd64_191f5ed03722356c\printqueue.inf for Device Instance ID SWD\PRINTENUM\PRINTQUEUES with the following status: 0x0.
Information	15/12/2015 14:10:49	Microsoft-Windows-Kernel-General	1	None	"The system time has changed to ‎2015‎-‎12‎-‎15T14:10:49.842878000Z from ‎2015‎-‎12‎-‎15T14:10:49.842878000Z.

Change Reason: System time adjusted to the new time zone."
Information	15/12/2015 14:10:48	Microsoft-Windows-TPM-WMI	1281	None	This event triggers the TBS device identifier generation.
Information	15/12/2015 14:10:48	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	15/12/2015 14:10:47	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver nettun.inf_amd64_d43a855a82d8f170\nettun.inf for Device Instance ID SWD\IP_TUNNEL_VBUS\TEREDO_TUNNEL_DEVICE with the following status: 0x0.
Information	15/12/2015 14:10:45	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver nettun.inf_amd64_d43a855a82d8f170\nettun.inf for Device Instance ID SWD\IP_TUNNEL_VBUS\ISATAP_0 with the following status: 0x0.
Information	15/12/2015 14:10:45	Microsoft-Windows-Time-Service	35	None	The time service is now synchronizing the system time with the time source VM IC Time Synchronization Provider.
Information	15/12/2015 14:10:45	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  Microsoft Tunnel Miniport Adapter Driver
Service File Name:  \SystemRoot\System32\drivers\tunnel.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	15/12/2015 14:10:44	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) did not load: 
dam"
Information	15/12/2015 14:10:39	Lfsvc	1	None	Geolocation positioning is enabled.
Information	15/12/2015 14:10:37	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->23.99.222.162:123).
Information	15/12/2015 14:10:36	Microsoft-Windows-FilterManager	6	None	File System Filter 'storqosflt' (10.0, ‎2015‎-‎10‎-‎30T02:37:39.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:10:35	Microsoft-Windows-Kernel-General	1	None	"The system time has changed to ‎2015‎-‎12‎-‎15T14:10:35.571000000Z from ‎2015‎-‎12‎-‎15T14:10:35.914548700Z.

Change Reason: An application or system component changed the time."
Information	15/12/2015 14:10:34	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (10.0, ‎2015‎-‎10‎-‎30T02:34:43.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:10:33	Microsoft-Windows-Kernel-General	16	None	The access history in hive \SystemRoot\System32\Config\BBI was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:10:33	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	15/12/2015 14:10:33	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	15/12/2015 14:10:25	Microsoft-Windows-Wininit	14	None	Credential Guard (LsaIso.exe) configuration: 0x0, 0
Information	15/12/2015 14:10:24	Microsoft-Windows-Hyper-V-Netvsc	11	(1003)	Miniport NIC 'Microsoft Hyper-V Network Adapter' restarted
Information	15/12/2015 14:10:24	Microsoft-Windows-Hyper-V-Netvsc	3	(1002)	The miniport 'Microsoft Hyper-V Network Adapter' was successfully initialized
Information	15/12/2015 14:10:24	Microsoft-Windows-Hyper-V-Netvsc	12	(1003)	Miniport NIC 'Microsoft Hyper-V Network Adapter' connected
Information	15/12/2015 14:10:24	Microsoft-Windows-Hyper-V-Netvsc	13	(1003)	Miniport NIC 'Microsoft Hyper-V Network Adapter' disconnected
Information	15/12/2015 14:10:24	Microsoft-Windows-Hyper-V-Netvsc	1	(1001)	The VM and host networking components successfully negotiated protocol version '6.1'
Information	15/12/2015 14:10:24	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2295
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information	15/12/2015 14:10:24	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{6b1cc1df-0000-0000-0000-100000000000} (\Device\HarddiskVolume1) is healthy.  No action is needed.
Information	15/12/2015 14:10:24	Microsoft-Windows-FilterManager	6	None	File System Filter 'npsvctrig' (10.0, ‎2015‎-‎10‎-‎30T02:40:23.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:10:24	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileCrypt' (10.0, ‎2015‎-‎10‎-‎30T02:37:49.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:10:23	Microsoft-Windows-Ntfs	98	None	Volume C: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information	15/12/2015 14:10:23	Microsoft-Windows-FilterManager	6	None	File System Filter 'WdFilter' (10.0, ‎2015‎-‎10‎-‎30T02:34:35.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:10:23	Microsoft-Windows-FilterManager	6	None	File System Filter 'Wof' (10.0, ‎2015‎-‎10‎-‎30T02:38:16.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:10:23	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileInfo' (10.0, ‎2015‎-‎10‎-‎30T02:37:17.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:10:23	Microsoft-Windows-Kernel-Boot	32	None	The bootmgr spent 0 ms waiting for user input.
Information	15/12/2015 14:10:23	Microsoft-Windows-Kernel-Boot	18	None	There are 0x1 boot options on this system.
Information	15/12/2015 14:10:23	Microsoft-Windows-Kernel-Boot	25	None	The boot menu policy was 0x1.
Information	15/12/2015 14:10:23	Microsoft-Windows-Kernel-Boot	27	None	The boot type was 0x0.
Information	15/12/2015 14:10:23	Microsoft-Windows-Kernel-Boot	20	None	The last shutdown's success status was true. The last boot's success status was true.
Information	15/12/2015 14:10:23	Microsoft-Windows-Kernel-General	12	None	The operating system started at system time ‎2015‎-‎12‎-‎15T14:10:23.484908100Z.
Information	15/12/2015 14:10:15	Microsoft-Windows-Kernel-General	13	None	The operating system is shutting down at system time ‎2015‎-‎12‎-‎15T14:10:15.010309400Z.
Information	15/12/2015 14:10:14	Microsoft-Windows-Kernel-Power	109	(103)	"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information	15/12/2015 14:10:32	EventLog	6013	None	The system uptime is 9 seconds.
Information	15/12/2015 14:10:32	EventLog	6005	None	The Event log service was started.
Information	15/12/2015 14:10:32	EventLog	6009	None	Microsoft (R) Windows (R) 10.00. 10586  Multiprocessor Free.
Information	15/12/2015 14:10:32	EventLog	6011	None	The NetBIOS name and DNS host name of this machine have been changed from WIN-RM5AP66IAF5 to DESKTOP-A5MB3PB.
Information	15/12/2015 14:10:13	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	15/12/2015 14:10:13	User32	1074	None	"The process C:\Windows\system32\winlogon.exe (MINWINPC) has initiated the restart of computer WIN-RM5AP66IAF5 on behalf of user NT AUTHORITY\SYSTEM for the following reason: Operating System: Upgrade (Planned)
 Reason Code: 0x80020003
 Shutdown Type: restart
 Comment: "
Information	15/12/2015 14:10:13	Microsoft-Windows-Setup	2004	OS information	Successfully logged OS information
Information	15/12/2015 14:10:13	Microsoft-Windows-Setup	2003	Setup information	Successfully logged Setup information
Information	15/12/2015 14:10:13	EventLog	6006	None	The Event log service was stopped.
Information	15/12/2015 14:10:11	Microsoft-Windows-Kernel-General	15	None	Hive \??\C:\Windows\System32\config\COMPONENTS was reorganized with a starting size of 29421568 bytes and an ending size of 29421568 bytes.
Information	15/12/2015 14:10:10	Microsoft-Windows-UserModePowerService	22	(18)	Reapply power settings upon completion of the provisioning engine's turn 1
Information	15/12/2015 14:09:21	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver wvmbusvideo.inf_amd64_f01ff90fd4912045\wvmbusvideo.inf for Device Instance ID VMBUS\{DA0A7802-E377-4AAC-8E77-0558EB1073F8}\{5620E0C7-8062-4DCE-AEB7-520C7EF76171} with the following status: 0x0.
Information	15/12/2015 14:09:21	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service HyperVideo for Device Instance ID VMBUS\{DA0A7802-E377-4AAC-8E77-0558EB1073F8}\{5620E0C7-8062-4DCE-AEB7-520C7EF76171} with the following status: 0.
Information	15/12/2015 14:09:21	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  HyperVideo
Service File Name:  \SystemRoot\system32\DRIVERS\HyperVideo.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	15/12/2015 14:09:20	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver kdnic.inf_amd64_d13e686dd7c6124c\kdnic.inf for Device Instance ID ROOT\KDNIC\0000 with the following status: 0x0.
Information	15/12/2015 14:09:20	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  Microsoft Kernel Debug Network Miniport (NDIS 6.20)
Service File Name:  \SystemRoot\System32\drivers\kdnic.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	15/12/2015 14:09:20	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver wnetvsc.inf_amd64_41cbd016cdae672f\wnetvsc.inf for Device Instance ID VMBUS\{F8615163-DF3E-46C5-913F-F2D2F965ED0E}\{699C2E4B-0584-424A-AE6A-66B267149EF9} with the following status: 0x0.
Information	15/12/2015 14:09:20	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  netvsc
Service File Name:  \SystemRoot\System32\drivers\netvsc.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	15/12/2015 14:09:20	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver msports.inf_amd64_007443fa234201e7\msports.inf for Device Instance ID ACPI\PNP0501\2 with the following status: 0x0.
Information	15/12/2015 14:09:20	Serial	2	None	While validating that \Device\Serial3 was really a serial port, a fifo was detected. The fifo will be used.
Information	15/12/2015 14:09:20	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service Serenum for Device Instance ID ACPI\PNP0501\2 with the following status: 0.
Information	15/12/2015 14:09:20	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service Serial for Device Instance ID ACPI\PNP0501\2 with the following status: 0.
Information	15/12/2015 14:09:20	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver msports.inf_amd64_007443fa234201e7\msports.inf for Device Instance ID ACPI\PNP0501\1 with the following status: 0x0.
Information	15/12/2015 14:09:20	Serial	2	None	While validating that \Device\Serial2 was really a serial port, a fifo was detected. The fifo will be used.
Information	15/12/2015 14:09:20	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Default\NTUSER.dat was cleared updating 546 keys and creating 32 modified pages.
Information	15/12/2015 14:09:20	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service Serenum for Device Instance ID ACPI\PNP0501\1 with the following status: 0.
Information	15/12/2015 14:09:20	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service Serial for Device Instance ID ACPI\PNP0501\1 with the following status: 0.
Information	15/12/2015 14:09:17	EventLog	6011	None	The NetBIOS name and DNS host name of this machine have been changed from MINWINPC to WIN-RM5AP66IAF5.
Error	15/12/2015 14:09:12	Service Control Manager	7023	None	"The Network List Service service terminated with the following error: 
The device is not ready."
Information	15/12/2015 14:09:12	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	15/12/2015 14:09:12	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	15/12/2015 14:09:12	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) did not load: 
CSC
dam"
Information	15/12/2015 14:09:12	Lfsvc	1	None	Geolocation positioning is enabled.
Information	15/12/2015 14:09:11	Microsoft-Windows-Kernel-General	1	None	"The system time has changed to ‎2015‎-‎12‎-‎15T14:09:11.578000000Z from ‎2015‎-‎12‎-‎15T14:09:10.860554900Z.

Change Reason: An application or system component changed the time."
Information	15/12/2015 14:09:10	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT was cleared updating 546 keys and creating 32 modified pages.
Information	15/12/2015 14:09:09	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT was cleared updating 546 keys and creating 32 modified pages.
Information	15/12/2015 14:09:09	Microsoft-Windows-Kernel-General	16	None	The access history in hive \SystemRoot\System32\Config\SAM was cleared updating 1 keys and creating 1 modified pages.
Information	15/12/2015 14:09:08	Microsoft-Windows-Kernel-General	16	None	The access history in hive \SystemRoot\System32\Config\SECURITY was cleared updating 1 keys and creating 1 modified pages.
Information	15/12/2015 14:09:08	Microsoft-Windows-Wininit	14	None	Credential Guard (LsaIso.exe) configuration: 0x0, 0
Information	15/12/2015 14:09:03	Microsoft-Windows-Kernel-General	16	None	The access history in hive \SystemRoot\System32\Config\DEFAULT was cleared updating 72 keys and creating 7 modified pages.
Information	15/12/2015 14:09:03	Microsoft-Windows-Kernel-General	16	None	The access history in hive \SystemRoot\System32\Config\SOFTWARE was cleared updating 199405 keys and creating 11638 modified pages.
Information	15/12/2015 14:09:03	Microsoft-Windows-Kernel-General	16	None	The access history in hive \Device\HarddiskVolume1\Boot\BCD was cleared updating 80 keys and creating 4 modified pages.
Information	15/12/2015 14:09:03	Microsoft-Windows-Kernel-General	16	None	The access history in hive \SystemRoot\System32\config\DRIVERS was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:09:03	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{6b1cc1df-0000-0000-0000-100000000000} (\Device\HarddiskVolume1) is healthy.  No action is needed.
Information	15/12/2015 14:09:03	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2295
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information	15/12/2015 14:09:02	Serial	2	None	While validating that \Device\Serial1 was really a serial port, a fifo was detected. The fifo will be used.
Information	15/12/2015 14:09:02	Serial	2	None	While validating that \Device\Serial0 was really a serial port, a fifo was detected. The fifo will be used.
Information	15/12/2015 14:09:02	Microsoft-Windows-FilterManager	6	None	File System Filter 'npsvctrig' (10.0, ‎2015‎-‎10‎-‎30T02:40:23.000000000Z) has successfully loaded and registered with Filter Manager.
