Level	Date and Time	Source	Event ID	Task Category
Error	9/6/2016 9:11:05 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:05 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:04 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:04 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:03 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:03 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:02 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:02 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:01 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:01 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:00 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:11:00 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:59 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:59 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:58 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:58 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:57 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:57 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:56 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:56 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:55 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:55 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:54 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:54 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:47 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:47 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:46 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:46 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:45 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:45 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:44 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:44 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:43 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:43 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:42 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:42 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:41 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:41 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:40 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:40 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:39 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:39 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:38 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:38 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:37 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:37 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:36 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:36 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:35 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:35 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:34 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:34 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:33 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:33 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:32 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:32 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:31 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:31 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:31 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:30 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:30 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:29 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:29 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:28 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:28 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:27 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:27 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:26 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:26 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:25 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:25 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:24 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:24 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:23 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:23 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:22 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:22 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:21 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:21 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:20 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:20 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:19 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:19 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:18 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:18 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:17 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:17 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:16 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:16 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:15 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:15 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:14 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:14 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:13 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:13 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:12 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:12 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:11 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:11 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:10 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:10 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:09 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:09 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:08 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:08 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:08 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:07 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:06 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:06 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:05 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:05 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:05 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:04 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:04 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:03 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:03 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:10:02 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:09:41 AM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Error	9/6/2016 9:09:38 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:37 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:37 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:37 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:36 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:36 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:35 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:35 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:34 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:34 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:33 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:33 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:32 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:32 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:31 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:31 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:30 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:30 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:29 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:29 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:28 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:28 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:27 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:27 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:26 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:26 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:25 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:25 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:24 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:24 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:23 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:08 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:09:07 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver imdriver.inf_amd64_6d8852549af950a2\imdriver.inf for Device Instance ID ROOT\SYSTEM\0001 with the following status: 0x0.
Error	9/6/2016 9:09:06 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:06 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:05 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:05 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:04 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:04 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:03 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:03 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:02 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:02 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:01 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:01 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:00 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:09:00 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:59 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:59 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:58 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:58 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:57 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:57 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:56 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:55 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:55 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:55 AM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	9/6/2016 9:08:55 AM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	9/6/2016 9:08:54 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:08:54 AM	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Error	9/6/2016 9:08:54 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:53 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:53 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:52 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:52 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:51 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:51 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:50 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
